ll,name,distance
"43.66207,-79.37617",Ryerson University - Kerr Hall,494.0
"43.66207,-79.37617",Ryerson OneCard,497.0
"43.66207,-79.37617",The Commons,504.0
"43.66207,-79.37617",Ryerson Aboriginal Student Svc,504.0
"43.66207,-79.37617",Centre for Urban Energy,515.0
"43.66207,-79.37617",Arts lab - POD 356,517.0
"43.66207,-79.37617",Ryerson Student Affairs,521.0
"43.66207,-79.37617",Ryerson School of Fashion,532.0
"43.66207,-79.37617",POD Building,537.0
"43.66207,-79.37617",Ryerson University School of Image Arts,549.0
"43.66207,-79.37617",HEI 201 GCM Lecture Hall,551.0
"43.66207,-79.37617",Kerr Hall West Room 057,555.0
"43.66207,-79.37617",Ryerson Early Learnng Centre,560.0
"43.66207,-79.37617",Library Building,562.0
"43.66207,-79.37617",RU Student Life,575.0
"43.66207,-79.37617",Ryerson University Library 4th Floor,575.0
"43.66207,-79.37617",Ryerson University,576.0
"43.66207,-79.37617",Toronto Metropolitan University Student Financial Services,578.0
"43.66207,-79.37617",Ryerson University Library 7th Floor,587.0
"43.66207,-79.37617",Association of Undergraduate Women in Science,594.0
"43.66207,-79.37617",Ryerson University Campus Store,595.0
"43.66207,-79.37617",Chang School for Continuing Education,607.0
"43.66207,-79.37617",Image Arts Lounge,613.0
"43.66207,-79.37617",Creative Innovation Studio,629.0
"43.66207,-79.37617",Campus Facilities & Sustainability,635.0
"43.66207,-79.37617",HiTech Network Inc,636.0
"43.66207,-79.37617",Infoscape Research Lab,638.0
"43.66207,-79.37617",Ryerson University Central Placement Office,640.0
"43.66207,-79.37617",Ryerson University Student Learning Centre,642.0
"43.66207,-79.37617","London School of Business and Finance, Canada",658.0
"43.66207,-79.37617",Victoria Building,662.0
"43.665801,-79.384796",Isabel Bader Theatre,650.0
"43.665801,-79.384796",Ryerson Recreation and Athletics Centre,930.0
"43.665801,-79.384796","Faculty of Theology, University of St Michael's College",257.0
"43.665801,-79.384796",Canadian Centre For Verbatim Studies,262.0
"43.665801,-79.384796",Toronto Hostels Training Centre,299.0
"43.665801,-79.384796",HiTech Network Inc,301.0
"43.665801,-79.384796",SafetyON Environmental Inc,316.0
"43.665801,-79.384796",St. Michael's College,406.0
"43.665801,-79.384796",Elmsley Hall,439.0
"43.665801,-79.384796",Carr Hall,460.0
"43.665801,-79.384796",Centre for Reformation and Renaissance Studies,508.0
"43.665801,-79.384796",Rowell Jackman Hall,516.0
"43.665801,-79.384796",Victoria College,562.0
"43.665801,-79.384796",Northrop Frye Hall,611.0
"43.665801,-79.384796",ILAC Cumberland,644.0
"43.665801,-79.384796",Banting Reserch Foundation,666.0
"43.665801,-79.384796",Margaret Addison Hall,674.0
"43.665801,-79.384796",Pass4sure 642-732 Certification,712.0
"43.665801,-79.384796",Flavelle House,722.0
"43.665801,-79.384796",Branksome Hall Library,789.0
"43.665801,-79.384796",Hart House Fitness Centre,801.0
"43.665801,-79.384796",Neill-Wycik College-Hotel,824.0
"43.665801,-79.384796",Arbor Room,826.0
"43.665801,-79.384796",NMR Centre,841.0
"43.665801,-79.384796",Hart House Art Committee,842.0
"43.665801,-79.384796",University of Toronto Students' Union,855.0
"43.665801,-79.384796",C. David Naylor Building,857.0
"43.665801,-79.384796",Kerr Hall West Gym,861.0
"43.665801,-79.384796","Rotman School of Management, Executive Programs",871.0
"43.665801,-79.384796",University of Trinity College,876.0
"43.665801,-79.384796",JJR Macleod Auditorium,878.0
"43.665801,-79.384796",Medical Sciences Building,882.0
"43.665801,-79.384796",Ryerson University Quad,892.0
"43.665801,-79.384796",POD Building,903.0
"43.665801,-79.384796",Toronto Metropolitan University Park,906.0
"43.665801,-79.384796",University of Toronto,915.0
"43.665801,-79.384796",Modern Literature and Culture Research Centre,917.0
"43.665801,-79.384796",Ryerson University Library 4th Floor,936.0
"43.665801,-79.384796",InteractHome,955.0
"43.665801,-79.384796",Ryerson University Student Learning Centre,962.0
"43.665801,-79.384796",Hart House Quad,966.0
"43.665801,-79.384796",Munk School of Global Affairs,970.0
"43.665801,-79.384796",International Language Academy of Canada,981.0
"43.665801,-79.384796",Kerr Hall West Room 057,991.0
"43.665801,-79.384796",U of T Baja SAE Racing Team,991.0
"43.665801,-79.384796",Caven Library,995.0
"43.665801,-79.384796",Ryerson Hub Cafeteria,996.0
"43.665801,-79.384796",Dalla Lana School of Public Health,997.0
"43.665801,-79.384796",Health Sciences Building,997.0
"43.665801,-79.384796","Croft Chapter House, UC",1004.0
"43.668153,-79.38891",Isabel Bader Theatre,310.0
"43.668153,-79.38891",Convocation Hall,960.0
"43.668153,-79.38891",Rowell Jackman Hall,171.0
"43.668153,-79.38891",St. Michael's College,189.0
"43.668153,-79.38891",Elmsley Hall,190.0
"43.668153,-79.38891",Canadian Centre For Verbatim Studies,232.0
"43.668153,-79.38891",Toronto Hostels Training Centre,245.0
"43.668153,-79.38891",Victoria College,254.0
"43.668153,-79.38891",Centre for Reformation and Renaissance Studies,262.0
"43.668153,-79.38891",Margaret Addison Hall,295.0
"43.668153,-79.38891","Faculty of Theology, University of St Michael's College",324.0
"43.668153,-79.38891",Northrop Frye Hall,349.0
"43.668153,-79.38891",Carr Hall,356.0
"43.668153,-79.38891",Flavelle House,454.0
"43.668153,-79.38891",University of Trinity College,627.0
"43.668153,-79.38891",International Language Academy of Canada,661.0
"43.668153,-79.38891",Hart House Fitness Centre,663.0
"43.668153,-79.38891",Arbor Room,682.0
"43.668153,-79.38891",Hart House Art Committee,691.0
"43.668153,-79.38891",Factor-Inwentash Faculty of Social Work,709.0
"43.668153,-79.38891",Munk School of Global Affairs,743.0
"43.668153,-79.38891",The Servery,765.0
"43.668153,-79.38891",St. Hildas College,780.0
"43.668153,-79.38891",Phi Kappa Pi Fraternity,790.0
"43.668153,-79.38891",Hart House Quad,792.0
"43.668153,-79.38891",University of Toronto,807.0
"43.668153,-79.38891",University of Toronto,808.0
"43.668153,-79.38891",Woodsworth College Students' Association {WCSA},830.0
"43.668153,-79.38891",NMR Centre,843.0
"43.668153,-79.38891",JJR Macleod Auditorium,847.0
"43.668153,-79.38891",Branksome Hall Library,852.0
"43.668153,-79.38891",Medical Sciences Building,854.0
"43.668153,-79.38891",Rotman School of Management,861.0
"43.668153,-79.38891",Banting Reserch Foundation,875.0
"43.668153,-79.38891","Claude T. Bissell Building, Faculty of Information",878.0
"43.668153,-79.38891","Croft Chapter House, UC",881.0
"43.668153,-79.38891",Enrollment Svc,891.0
"43.668153,-79.38891",Thomas Fisher Rare Book Library,919.0
"43.668153,-79.38891",InteractHome,925.0
"43.668153,-79.38891",Ramsay Wright Zoological Laboratories,963.0
"43.668153,-79.38891","Rotman School of Management, Executive Programs",967.0
"43.668153,-79.38891",Department of Art,978.0
"43.668153,-79.38891",Sidney Smith,980.0
"43.668153,-79.38891",Robarts 3rd Floor,982.0
"43.668153,-79.38891",Ontario Alpha Chapter of Phi Delta Theta,1020.0
"43.668153,-79.38891",Corporate Class Inc,1571.0
"43.668153,-79.38891",Admit Master,210.0
"43.668153,-79.38891",University of Toronto - Frequently Called Numbers - Spanish & Portuguese,279.0
"43.668153,-79.38891",St Michael's College,328.0
"43.668153,-79.38891",ESL in Canada,339.0
"43.657024,-79.377257",Canada's National Ballet School,739.0
"43.657024,-79.377257",Ryerson Recreation and Athletics Centre,226.0
"43.657024,-79.377257",Chestnut Residence,720.0
"43.657024,-79.377257",Infoscape Research Lab,79.0
"43.657024,-79.377257",Campus Facilities & Sustainability,103.0
"43.657024,-79.377257",Creative Innovation Studio,115.0
"43.657024,-79.377257",Rye High Eng,121.0
"43.657024,-79.377257",HEI 201 GCM Lecture Hall,121.0
"43.657024,-79.377257",Ryerson University School of Image Arts,150.0
"43.657024,-79.377257",Ryerson Hub Cafeteria,164.0
"43.657024,-79.377257",Rogers Communucation Centre,171.0
"43.657024,-79.377257",Kerr Hall West Room 057,201.0
"43.657024,-79.377257",Victoria Building,202.0
"43.657024,-79.377257",Chang School for Continuing Education,207.0
"43.657024,-79.377257",Ryerson University Campus Store,230.0
"43.657024,-79.377257",Toronto Metropolitan University Park,248.0
"43.657024,-79.377257",Ryerson University Quad,260.0
"43.657024,-79.377257",Library Building,267.0
"43.657024,-79.377257",Ryerson University Library 7th Floor,272.0
"43.657024,-79.377257",Ryerson University,278.0
"43.657024,-79.377257",Ryerson University Library 4th Floor,282.0
"43.657024,-79.377257",Ryerson Aboriginal Student Svc,288.0
"43.657024,-79.377257",POD Building,290.0
"43.657024,-79.377257",Kerr Hall West Gym,308.0
"43.657024,-79.377257",Eric Palin Hall,310.0
"43.657024,-79.377257",Ryerson Student Affairs,314.0
"43.657024,-79.377257",Ryerson University Student Learning Centre,318.0
"43.657024,-79.377257",Ryerson University,321.0
"43.657024,-79.377257",Arts lab - POD 356,327.0
"43.657024,-79.377257",Modern Literature and Culture Research Centre,338.0
"43.657024,-79.377257",Ryerson University Co-Operative Education,356.0
"43.657024,-79.377257",Ryerson University Human Resources,372.0
"43.657024,-79.377257",Neill-Wycik College-Hotel,400.0
"43.657024,-79.377257",Ryerson University,411.0
"43.657024,-79.377257",Ryerson School of Performance,420.0
"43.657024,-79.377257",Ted Rogers School of Management,466.0
"43.657024,-79.377257",TRSM Career Development & Employment Partnership Centre,470.0
"43.657024,-79.377257",Information Technology Management Student Association,472.0
"43.657024,-79.377257",University of Liverpool Online Degress - Information Session,547.0
"43.657024,-79.377257",CMU College of Makeup Art & Design,595.0
"43.657024,-79.377257",George Brown College St. James,633.0
"43.657024,-79.377257",George Brown College St. James Campus,730.0
"43.657024,-79.377257",George Brown College Gym,784.0
"43.657024,-79.377257",George Brown College Continuing Education,793.0
"43.657024,-79.377257",George Brown College Centre for Hospitality and Culinary Arts,799.0
"43.657024,-79.377257",George Brown College LIAD 224A,806.0
"43.657024,-79.377257",Good Food Market at GBC - St. James Campus,849.0
"43.657024,-79.377257",George Brown College - Transitions to Post-Secondary Education,851.0
"43.657024,-79.377257",George Brown College,855.0
"43.657024,-79.377257",George Brown College - Centre for Preparatory & Liberal Studies,858.0
"43.662862,-79.383572",Isabel Bader Theatre,879.0
"43.662862,-79.383572",Ryerson Recreation and Athletics Centre,600.0
"43.662862,-79.383572",Convocation Hall,965.0
"43.662862,-79.383572",Chestnut Residence,976.0
"43.662862,-79.383572","Faculty of Theology, University of St Michael's College",443.0
"43.662862,-79.383572",Banting Reserch Foundation,461.0
"43.662862,-79.383572",Kerr Hall West Gym,526.0
"43.662862,-79.383572",Neill-Wycik College-Hotel,551.0
"43.662862,-79.383572",Ryerson University Quad,564.0
"43.662862,-79.383572",POD Building,565.0
"43.662862,-79.383572",Toronto Metropolitan University Park,577.0
"43.662862,-79.383572",Ryerson University,600.0
"43.662862,-79.383572",Canadian Centre For Verbatim Studies,602.0
"43.662862,-79.383572",Carr Hall,608.0
"43.662862,-79.383572",Ryerson University Student Learning Centre,621.0
"43.662862,-79.383572",Toronto Hostels Training Centre,641.0
"43.662862,-79.383572",St. Michael's College,644.0
"43.662862,-79.383572",Kerr Hall West Room 057,655.0
"43.662862,-79.383572",Elmsley Hall,676.0
"43.662862,-79.383572",Ryerson University School of Image Arts,695.0
"43.662862,-79.383572",Rye High Eng,713.0
"43.662862,-79.383572",Centre for Reformation and Renaissance Studies,718.0
"43.662862,-79.383572","Rotman School of Management, Executive Programs",731.0
"43.662862,-79.383572",Victoria Building,751.0
"43.662862,-79.383572",Rowell Jackman Hall,773.0
"43.662862,-79.383572",Ryerson University Human Resources,778.0
"43.662862,-79.383572",Mowat Centre,780.0
"43.662862,-79.383572",NMR Centre,788.0
"43.662862,-79.383572",Victoria College,790.0
"43.662862,-79.383572",Creative Innovation Studio,793.0
"43.662862,-79.383572",Information Technology Management Student Association,799.0
"43.662862,-79.383572",Northrop Frye Hall,802.0
"43.662862,-79.383572",Ted Rogers School of Management,804.0
"43.662862,-79.383572",Samuel Lunenfield Research Institute,839.0
"43.662862,-79.383572",Infoscape Research Lab,846.0
"43.662862,-79.383572",JJR Macleod Auditorium,846.0
"43.662862,-79.383572",Medical Sciences Building,846.0
"43.662862,-79.383572",Toronto Centre For Phenogenomics,857.0
"43.662862,-79.383572",Hart House Fitness Centre,866.0
"43.662862,-79.383572",Health Sciences Building,874.0
"43.662862,-79.383572",Dalla Lana School of Public Health,876.0
"43.662862,-79.383572",Arbor Room,891.0
"43.662862,-79.383572",U of T Baja SAE Racing Team,894.0
"43.662862,-79.383572",Flavelle House,895.0
"43.662862,-79.383572",InteractHome,909.0
"43.662862,-79.383572",Hart House Art Committee,910.0
"43.662862,-79.383572",Mechanical Engineering Building,918.0
"43.662862,-79.383572",Margaret Addison Hall,927.0
"43.662862,-79.383572",Exam Centre,928.0
"43.662862,-79.383572",University of Toronto,937.0
"43.7063473,-79.40161",Ec Holdings Ec Toronto,66.0
"43.7063473,-79.40161",Centennial College at Eglinton,79.0
"43.7063473,-79.40161",EC Toronto Library,79.0
"43.7063473,-79.40161","London School of Business and Finance, Canada",116.0
"43.7063473,-79.40161",Woori Education,124.0
"43.7063473,-79.40161",Oxford College of Canada Inc,137.0
"43.7063473,-79.40161",Tamwood Language Centres,237.0
"43.7063473,-79.40161",Tanwood International College Toronto,252.0
"43.7063473,-79.40161",Toronto Film College,282.0
"43.7063473,-79.40161",Medlink Academy of Canada,286.0
"43.7063473,-79.40161",Canadian Schl of Nat Nutrution,288.0
"43.7063473,-79.40161",CanadaPoint,320.0
"43.7063473,-79.40161",Sew Be It Studio,336.0
"43.7063473,-79.40161",iae TORONTO ARABIC,344.0
"43.7063473,-79.40161",The Irish Experience,346.0
"43.7063473,-79.40161",Centre for Inquiry Canada,423.0
"43.7063473,-79.40161",Uccbt,562.0
"43.7063473,-79.40161",Everest College,618.0
"43.7063473,-79.40161",King George International Business College,630.0
"43.7063473,-79.40161",King George International College,640.0
"43.7063473,-79.40161",The Study,692.0
"43.7063473,-79.40161",SketchLab,731.0
"43.7063473,-79.40161",Urban International School,859.0
"43.7063473,-79.40161",Fiorio Beauty Academy,974.0
"43.7063473,-79.40161",Global Care Academy,137.0
"43.7063473,-79.40161",Catholic Principal Council of Ontario,212.0
"43.7063473,-79.40161",Grade Expectations,261.0
"43.7063473,-79.40161",Birmingham International College,295.0
"43.7063473,-79.40161",Toronto Meia & Film College,309.0
"43.7063473,-79.40161",IBT College of Business,470.0
"43.7063473,-79.40161",The IELTS School of Toronto,5918.0
"43.7063473,-79.40161",Envirimed Inc,533.0
"43.7063473,-79.40161",PREPSKILLS Inc,558.0
"43.7063473,-79.40161",Upper Career College Business & Tech Inc,560.0
"43.7063473,-79.40161",Lasalle College Intl Toronto,640.0
"43.7063473,-79.40161",Royal Canadian Institute of Intternational Studies,767.0
"43.7063473,-79.40161",Mothercraft Institute For Early Development,769.0
"43.7063473,-79.40161",Pathways Training and Elearning Inc,835.0
"43.6978701,-79.39419",Msoftware Technology,115.0
"43.6978701,-79.39419",University of Bahcesehir Campus Toronto,144.0
"43.6978701,-79.39419",Academy of Design and Technology,199.0
"43.6978701,-79.39419",Fiorio Beauty Academy,205.0
"43.6978701,-79.39419",RCC Institute of Technology,207.0
"43.6978701,-79.39419",Academy of Design,207.0
"43.6978701,-79.39419",Prepskills Inc,428.0
"43.6978701,-79.39419",The Study,430.0
"43.6978701,-79.39419",Paige Property Inc,539.0
"43.6978701,-79.39419",Central Learning Centre Inc,675.0
"43.6978701,-79.39419",Ccmh Canadian College of Massage and Hydrotherapy - Toronto Campus,683.0
"43.6978701,-79.39419",Sew Be It Studio,828.0
"43.6978701,-79.39419",Canadian Schl of Nat Nutrution,950.0
"43.6978701,-79.39419",Deer Park Public School,980.0
"43.6978701,-79.39419",Access Canada Business College,145.0
"43.6978701,-79.39419",Yorkville College,207.0
"43.6978701,-79.39419",Pathways Training and Elearning Inc,321.0
"43.6978701,-79.39419",Mothercraft Institute For Early Development,355.0
"43.6978701,-79.39419",Royal Canadian Institute of Intternational Studies,360.0
"43.6978701,-79.39419",Birmingham International College,954.0
"43.696708,-79.40045",Paige Property Inc,267.0
"43.696708,-79.40045",RCC Institute of Technology,350.0
"43.696708,-79.40045",Academy of Design,350.0
"43.696708,-79.40045",Fiorio Beauty Academy,353.0
"43.696708,-79.40045",Academy of Design and Technology,357.0
"43.696708,-79.40045",Msoftware Technology,594.0
"43.696708,-79.40045",The Study,619.0
"43.696708,-79.40045",University of Bahcesehir Campus Toronto,623.0
